,train_loss,val_loss
0,0.19378919899463654,0.15491433441638947
1,0.14130999147891998,0.13224861025810242
2,0.12633654475212097,0.12352463603019714
3,0.12085366994142532,0.11990303546190262
4,0.11829046905040741,0.11774860322475433
5,0.11691680550575256,0.11660292744636536
6,0.11574167758226395,0.1158348098397255
7,0.11507484316825867,0.11477832496166229
8,0.11433310806751251,0.11441654711961746
9,0.11372785270214081,0.11343461275100708
10,0.11328548938035965,0.11326934397220612
11,0.11269868165254593,0.11260078847408295
12,0.11234080046415329,0.11248425394296646
13,0.11198198050260544,0.11196853220462799
14,0.11159113049507141,0.11124828457832336
15,0.11100844293832779,0.11080602556467056
16,0.11054275929927826,0.11048707365989685
17,0.11004616320133209,0.10978493839502335
18,0.10955581068992615,0.10918854176998138
19,0.10906863212585449,0.10875684767961502
20,0.10863654315471649,0.10859517008066177
21,0.10806691646575928,0.10762599110603333
22,0.10745750367641449,0.10686124116182327
23,0.10681182891130447,0.1065465435385704
24,0.10633206367492676,0.10576530545949936
25,0.10586873441934586,0.10535885393619537
26,0.10525551438331604,0.1048956960439682
27,0.10472383350133896,0.1040496975183487
28,0.1041654422879219,0.10367349535226822
29,0.10370815545320511,0.1031578779220581
30,0.1032925546169281,0.10260821878910065
31,0.10280666500329971,0.10219615697860718
32,0.10236236453056335,0.10193220525979996
33,0.102043516933918,0.10155591368675232
34,0.10178163647651672,0.10113029927015305
35,0.10147793591022491,0.10085295140743256
36,0.10108182579278946,0.10051807761192322
37,0.10080254077911377,0.10055818408727646
38,0.10051403939723969,0.10028963536024094
39,0.10041146725416183,0.09983545541763306
40,0.10019955039024353,0.09966043382883072
41,0.0998913049697876,0.09988629817962646
42,0.09985243529081345,0.09957108646631241
43,0.09977280348539352,0.09949594736099243
44,0.09953886270523071,0.09903543442487717
45,0.09935954213142395,0.09924117475748062
46,0.09928283840417862,0.09909484535455704
47,0.09908280521631241,0.09927146881818771
48,0.0990103930234909,0.09895678609609604
49,0.09889723360538483,0.09892790764570236
50,0.09877873957157135,0.0987979993224144
51,0.09881903976202011,0.09866991639137268
52,0.09874758124351501,0.09872423857450485
53,0.09864150732755661,0.09862668067216873
54,0.09860547631978989,0.09863393753767014
55,0.09850656986236572,0.09849559515714645
56,0.09841155260801315,0.09842769056558609
57,0.09829989075660706,0.09863314777612686
58,0.09845424443483353,0.0984778106212616
59,0.09823085367679596,0.09833739697933197
60,0.09822121262550354,0.09829363226890564
61,0.09813618659973145,0.09836224466562271
62,0.09825220704078674,0.09812802076339722
63,0.09820298850536346,0.09825585782527924
64,0.09805428236722946,0.09832459688186646
65,0.09812670946121216,0.09809236228466034
66,0.09801999479532242,0.09860365837812424
67,0.09800367802381516,0.09800717979669571
68,0.09784355014562607,0.09811731427907944
69,0.0978739932179451,0.09804278612136841
70,0.09787465631961823,0.09810151159763336
71,0.09781816601753235,0.09797494858503342
72,0.09780988842248917,0.0980706587433815
73,0.09774962812662125,0.09827510267496109
74,0.09782049059867859,0.09781991690397263
75,0.09760880470275879,0.09791572391986847
76,0.09773585945367813,0.0981152132153511
77,0.09773421287536621,0.09803278744220734
78,0.09763439744710922,0.09788612276315689
79,0.09770230948925018,0.09824500232934952
80,0.09756080061197281,0.09783073514699936
81,0.09757613390684128,0.09773662686347961
82,0.09766576439142227,0.09789621829986572
83,0.0974646657705307,0.09774098545312881
84,0.09746817499399185,0.09777010977268219
85,0.09745330363512039,0.09769701957702637
86,0.09739354997873306,0.09772934019565582
87,0.09751167893409729,0.09773412346839905
88,0.0974857285618782,0.09748604148626328
89,0.09739237278699875,0.09766429662704468
90,0.09736209362745285,0.09762420505285263
91,0.09740198403596878,0.09766720235347748
92,0.0974256694316864,0.0978112667798996
93,0.09739956259727478,0.09756027907133102
94,0.09737752377986908,0.09783997386693954
95,0.09727386385202408,0.09769654273986816
96,0.09722128510475159,0.09737556427717209
97,0.09729388356208801,0.09753400087356567
98,0.09721929579973221,0.09755966812372208
99,0.09731049090623856,0.09765338897705078
